frame_idx,batch_idx,image_id,file_name,keypoint_id,pred_x,pred_y,pred_conf,gt_x,gt_y,gt_visible
154,4,154,iter_02_frame_014.png,11,381.90234375,251.98046875,0.6670639514923096,410,271,2
154,4,154,iter_02_frame_014.png,12,406.86328125,251.98046875,0.685137152671814,388,254,1
154,4,154,iter_02_frame_014.png,13,365.26171875,335.18359375,0.5163172483444214,371,347,2
154,4,154,iter_02_frame_014.png,14,365.26171875,335.18359375,0.46008700132369995,344,316,1
154,4,154,iter_02_frame_014.png,15,356.94140625,152.13671875,0.32492363452911377,401,417,2
154,4,154,iter_02_frame_014.png,16,415.18359375,152.13671875,0.35574233531951904,371,386,1
155,4,155,iter_02_frame_015.png,0,365.26171875,143.81640625,0.6633516550064087,341,152,2
155,4,155,iter_02_frame_015.png,1,356.94140625,143.81640625,0.6516475677490234,346,140,2
155,4,155,iter_02_frame_015.png,2,356.94140625,143.81640625,0.6347845792770386,342,138,1
155,4,155,iter_02_frame_015.png,3,356.94140625,152.13671875,0.5977497696876526,374,142,2
155,4,155,iter_02_frame_015.png,4,373.58203125,143.81640625,0.6834588646888733,363,139,1
155,4,155,iter_02_frame_015.png,5,373.58203125,168.77734375,0.4524380564689636,395,185,1
155,4,155,iter_02_frame_015.png,6,398.54296875,168.77734375,0.4620984196662903,374,178,1
155,4,155,iter_02_frame_015.png,7,356.94140625,326.86328125,0.39676499366760254,440,224,1
155,4,155,iter_02_frame_015.png,8,373.58203125,335.18359375,0.5567488074302673,394,207,1
155,4,155,iter_02_frame_015.png,9,415.18359375,177.09765625,0.32366853952407837,420,188,2
155,4,155,iter_02_frame_015.png,10,398.54296875,401.74609375,0.3546023964881897,368,170,1
155,4,155,iter_02_frame_015.png,11,381.90234375,268.62109375,0.7376588582992554,411,274,1
155,4,155,iter_02_frame_015.png,12,398.54296875,260.30078125,0.7109107375144958,388,258,1
155,4,155,iter_02_frame_015.png,13,365.26171875,335.18359375,0.7473974227905273,369,348,2
155,4,155,iter_02_frame_015.png,14,365.26171875,335.18359375,0.6407308578491211,341,317,1
155,4,155,iter_02_frame_015.png,15,390.22265625,410.06640625,0.525185227394104,401,417,2
155,4,155,iter_02_frame_015.png,16,390.22265625,393.42578125,0.4171693027019501,371,386,1
156,4,156,iter_02_frame_016.png,0,365.26171875,143.81640625,0.7110876441001892,340,157,2
156,4,156,iter_02_frame_016.png,1,356.94140625,143.81640625,0.7043885588645935,345,145,2
156,4,156,iter_02_frame_016.png,2,356.94140625,143.81640625,0.667765736579895,341,143,1
156,4,156,iter_02_frame_016.png,3,365.26171875,143.81640625,0.6208138465881348,373,147,2
156,4,156,iter_02_frame_016.png,4,373.58203125,143.81640625,0.6157647371292114,362,144,1
156,4,156,iter_02_frame_016.png,5,373.58203125,160.45703125,0.5145508050918579,394,190,1
156,4,156,iter_02_frame_016.png,6,390.22265625,168.77734375,0.49677544832229614,374,183,1
156,4,156,iter_02_frame_016.png,7,356.94140625,335.18359375,0.35666152834892273,440,229,1
156,4,156,iter_02_frame_016.png,8,381.90234375,335.18359375,0.4446161389350891,394,212,1
156,4,156,iter_02_frame_016.png,9,406.86328125,177.09765625,0.30591851472854614,420,193,2
156,4,156,iter_02_frame_016.png,10,373.58203125,360.14453125,0.3554976284503937,367,174,1
156,4,156,iter_02_frame_016.png,11,398.54296875,268.62109375,0.749565839767456,412,279,1
156,4,156,iter_02_frame_016.png,12,390.22265625,268.62109375,0.7253382205963135,389,262,1
156,4,156,iter_02_frame_016.png,13,365.26171875,335.18359375,0.7704588174819946,367,350,2
156,4,156,iter_02_frame_016.png,14,356.94140625,343.50390625,0.6626057624816895,339,317,1
156,4,156,iter_02_frame_016.png,15,390.22265625,410.06640625,0.5554949641227722,401,417,2
156,4,156,iter_02_frame_016.png,16,390.22265625,393.42578125,0.4598234295845032,371,386,1
157,4,157,iter_02_frame_017.png,0,365.26171875,168.77734375,0.5893043279647827,339,163,2
157,4,157,iter_02_frame_017.png,1,356.94140625,152.13671875,0.5647523403167725,344,150,2
157,4,157,iter_02_frame_017.png,2,365.26171875,152.13671875,0.5475382208824158,340,148,1
157,4,157,iter_02_frame_017.png,3,365.26171875,168.77734375,0.47505342960357666,372,153,2
157,4,157,iter_02_frame_017.png,4,373.58203125,152.13671875,0.5492162108421326,361,149,1
157,4,157,iter_02_frame_017.png,5,381.90234375,168.77734375,0.40930718183517456,394,195,1
157,4,157,iter_02_frame_017.png,6,398.54296875,168.77734375,0.4725002348423004,374,188,1
157,4,157,iter_02_frame_017.png,7,356.94140625,335.18359375,0.452813982963562,439,234,1
157,4,157,iter_02_frame_017.png,8,373.58203125,335.18359375,0.41758474707603455,394,216,1
157,4,157,iter_02_frame_017.png,9,381.90234375,385.10546875,0.36046719551086426,419,199,2
157,4,157,iter_02_frame_017.png,10,373.58203125,360.14453125,0.4040369391441345,367,179,1
157,4,157,iter_02_frame_017.png,11,398.54296875,268.62109375,0.7666705846786499,413,283,1
157,4,157,iter_02_frame_017.png,12,390.22265625,268.62109375,0.6855878829956055,390,266,1
157,4,157,iter_02_frame_017.png,13,365.26171875,335.18359375,0.849623441696167,365,352,2
157,4,157,iter_02_frame_017.png,14,356.94140625,343.50390625,0.5935114026069641,336,319,1
157,4,157,iter_02_frame_017.png,15,390.22265625,410.06640625,0.6418236494064331,401,417,2
157,4,157,iter_02_frame_017.png,16,390.22265625,393.42578125,0.38784927129745483,371,386,1
158,4,158,iter_02_frame_018.png,0,365.26171875,168.77734375,0.6501175165176392,338,168,2
158,4,158,iter_02_frame_018.png,1,356.94140625,160.45703125,0.6670299768447876,343,156,2
158,4,158,iter_02_frame_018.png,2,365.26171875,160.45703125,0.6716225147247314,340,154,1
158,4,158,iter_02_frame_018.png,3,365.26171875,160.45703125,0.6309846639633179,371,158,2
158,4,158,iter_02_frame_018.png,4,373.58203125,160.45703125,0.667457103729248,361,154,1
158,4,158,iter_02_frame_018.png,5,381.90234375,168.77734375,0.44619250297546387,393,201,1
158,4,158,iter_02_frame_018.png,6,398.54296875,168.77734375,0.5352612733840942,373,192,1
158,4,158,iter_02_frame_018.png,7,356.94140625,160.45703125,0.42235416173934937,439,239,1
158,4,158,iter_02_frame_018.png,8,373.58203125,168.77734375,0.37123316526412964,394,221,1
158,4,158,iter_02_frame_018.png,9,373.58203125,177.09765625,0.31253254413604736,418,204,2
158,4,158,iter_02_frame_018.png,10,365.26171875,168.77734375,0.2920948266983032,366,184,1
158,4,158,iter_02_frame_018.png,11,406.86328125,268.62109375,0.8088175058364868,414,288,1
158,4,158,iter_02_frame_018.png,12,398.54296875,276.94140625,0.7244592308998108,390,270,1
158,4,158,iter_02_frame_018.png,13,356.94140625,335.18359375,0.8527258634567261,363,354,2
158,4,158,iter_02_frame_018.png,14,356.94140625,335.18359375,0.7264200448989868,334,320,1
158,4,158,iter_02_frame_018.png,15,390.22265625,401.74609375,0.6649707555770874,401,417,2
158,4,158,iter_02_frame_018.png,16,390.22265625,393.42578125,0.535727858543396,371,386,1
159,4,159,iter_02_frame_019.png,0,356.94140625,168.77734375,0.670461893081665,337,174,2
159,4,159,iter_02_frame_019.png,1,356.94140625,160.45703125,0.6878091096878052,342,162,2
159,4,159,iter_02_frame_019.png,2,356.94140625,168.77734375,0.6700239181518555,339,160,1
159,4,159,iter_02_frame_019.png,3,365.26171875,160.45703125,0.6006082892417908,370,164,2
159,4,159,iter_02_frame_019.png,4,365.26171875,168.77734375,0.6134203672409058,360,160,1
159,4,159,iter_02_frame_019.png,5,398.54296875,177.09765625,0.4119466543197632,392,206,1
159,4,159,iter_02_frame_019.png,6,390.22265625,177.09765625,0.5263961553573608,373,197,1
159,4,159,iter_02_frame_019.png,7,356.94140625,160.45703125,0.369517982006073,439,244,1
159,4,159,iter_02_frame_019.png,8,365.26171875,326.86328125,0.3496805429458618,394,225,1
159,4,159,iter_02_frame_019.png,9,398.54296875,177.09765625,0.3168254494667053,418,210,2
159,4,159,iter_02_frame_019.png,10,365.26171875,168.77734375,0.26604560017585754,366,189,1
159,4,159,iter_02_frame_019.png,11,406.86328125,276.94140625,0.7478829026222229,415,293,1
159,4,159,iter_02_frame_019.png,12,390.22265625,276.94140625,0.7288191914558411,391,275,1
159,4,159,iter_02_frame_019.png,13,356.94140625,335.18359375,0.8287081718444824,362,356,2
159,4,159,iter_02_frame_019.png,14,348.62109375,335.18359375,0.6494213342666626,332,321,1
159,4,159,iter_02_frame_019.png,15,390.22265625,401.74609375,0.5898503661155701,401,417,1
159,4,159,iter_02_frame_019.png,16,390.22265625,393.42578125,0.48395979404449463,371,386,1
160,5,160,iter_02_frame_020.png,0,365.26171875,177.09765625,0.728838324546814,337,180,2
160,5,160,iter_02_frame_020.png,1,356.94140625,168.77734375,0.7166666388511658,341,168,2
160,5,160,iter_02_frame_020.png,2,356.94140625,168.77734375,0.7058457136154175,338,166,1
160,5,160,iter_02_frame_020.png,3,365.26171875,177.09765625,0.6460680961608887,369,170,2
160,5,160,iter_02_frame_020.png,4,373.58203125,168.77734375,0.6414955854415894,359,166,1
160,5,160,iter_02_frame_020.png,5,398.54296875,177.09765625,0.47198396921157837,392,212,1
160,5,160,iter_02_frame_020.png,6,390.22265625,177.09765625,0.5255704522132874,373,203,1
160,5,160,iter_02_frame_020.png,7,390.22265625,177.09765625,0.37121811509132385,439,249,1
160,5,160,iter_02_frame_020.png,8,365.26171875,326.86328125,0.437226265668869,394,230,1
160,5,160,iter_02_frame_020.png,9,381.90234375,177.09765625,0.2758335471153259,417,216,2
160,5,160,iter_02_frame_020.png,10,390.22265625,393.42578125,0.34308135509490967,365,194,1
160,5,160,iter_02_frame_020.png,11,406.86328125,276.94140625,0.7643920183181763,416,298,1
160,5,160,iter_02_frame_020.png,12,406.86328125,276.94140625,0.7530885934829712,392,279,1
160,5,160,iter_02_frame_020.png,13,356.94140625,335.18359375,0.8276973366737366,360,357,2
160,5,160,iter_02_frame_020.png,14,348.62109375,335.18359375,0.6748584508895874,331,322,1
160,5,160,iter_02_frame_020.png,15,390.22265625,393.42578125,0.573715329170227,401,417,1
160,5,160,iter_02_frame_020.png,16,381.90234375,385.10546875,0.4944342076778412,371,386,1
161,5,161,iter_02_frame_021.png,0,356.94140625,177.09765625,0.6978575587272644,336,186,2
161,5,161,iter_02_frame_021.png,1,356.94140625,168.77734375,0.7188552021980286,340,174,2
161,5,161,iter_02_frame_021.png,2,356.94140625,177.09765625,0.7336365580558777,337,172,1
161,5,161,iter_02_frame_021.png,3,365.26171875,177.09765625,0.6887518167495728,368,176,2
161,5,161,iter_02_frame_021.png,4,365.26171875,177.09765625,0.6522247791290283,358,172,1
161,5,161,iter_02_frame_021.png,5,406.86328125,177.09765625,0.5090707540512085,391,217,1
161,5,161,iter_02_frame_021.png,6,381.90234375,185.41796875,0.48125308752059937,372,208,1
161,5,161,iter_02_frame_021.png,7,398.54296875,185.41796875,0.47431182861328125,438,254,2
161,5,161,iter_02_frame_021.png,8,356.94140625,326.86328125,0.45651111006736755,394,235,1
161,5,161,iter_02_frame_021.png,9,381.90234375,177.09765625,0.42476874589920044,417,222,2
161,5,161,iter_02_frame_021.png,10,381.90234375,393.42578125,0.3976150155067444,365,199,1
161,5,161,iter_02_frame_021.png,11,406.86328125,285.26171875,0.7573379874229431,417,303,1
161,5,161,iter_02_frame_021.png,12,398.54296875,285.26171875,0.7149829864501953,393,284,1
161,5,161,iter_02_frame_021.png,13,356.94140625,335.18359375,0.8615134954452515,359,358,2
161,5,161,iter_02_frame_021.png,14,348.62109375,335.18359375,0.686069130897522,329,322,1
161,5,161,iter_02_frame_021.png,15,381.90234375,393.42578125,0.5578397512435913,401,417,1
161,5,161,iter_02_frame_021.png,16,381.90234375,393.42578125,0.5136801600456238,371,386,1
162,5,162,iter_02_frame_022.png,0,365.26171875,177.09765625,0.4678248167037964,335,192,2
162,5,162,iter_02_frame_022.png,1,356.94140625,177.09765625,0.4986228942871094,340,180,2
162,5,162,iter_02_frame_022.png,2,356.94140625,177.09765625,0.4342731833457947,336,178,1
162,5,162,iter_02_frame_022.png,3,381.90234375,185.41796875,0.4529345631599426,368,182,2
162,5,162,iter_02_frame_022.png,4,373.58203125,177.09765625,0.46754905581474304,357,178,1
162,5,162,iter_02_frame_022.png,5,406.86328125,210.37890625,0.32146841287612915,391,223,1
162,5,162,iter_02_frame_022.png,6,406.86328125,293.58203125,0.35033583641052246,372,213,1
162,5,162,iter_02_frame_022.png,7,356.94140625,335.18359375,0.49107253551483154,438,260,2
162,5,162,iter_02_frame_022.png,8,365.26171875,343.50390625,0.5438518524169922,394,239,1
162,5,162,iter_02_frame_022.png,9,381.90234375,393.42578125,0.3565055727958679,416,228,2
162,5,162,iter_02_frame_022.png,10,381.90234375,393.42578125,0.4140550494194031,365,204,1
162,5,162,iter_02_frame_022.png,11,398.54296875,285.26171875,0.6449589729309082,418,308,1
162,5,162,iter_02_frame_022.png,12,406.86328125,285.26171875,0.6186771988868713,394,288,1
162,5,162,iter_02_frame_022.png,13,356.94140625,343.50390625,0.7787065505981445,357,360,2
162,5,162,iter_02_frame_022.png,14,348.62109375,343.50390625,0.5324032306671143,328,323,1
162,5,162,iter_02_frame_022.png,15,390.22265625,401.74609375,0.48149025440216064,401,417,1
162,5,162,iter_02_frame_022.png,16,373.58203125,351.82421875,0.3318140506744385,371,386,1
163,5,163,iter_02_frame_023.png,0,381.90234375,202.05859375,0.36406320333480835,334,198,2
163,5,163,iter_02_frame_023.png,1,356.94140625,185.41796875,0.3811759948730469,339,186,2
163,5,163,iter_02_frame_023.png,2,356.94140625,193.73828125,0.3472936749458313,335,184,1
163,5,163,iter_02_frame_023.png,3,406.86328125,251.98046875,0.3523237705230713,367,189,2
163,5,163,iter_02_frame_023.png,4,415.18359375,251.98046875,0.3744722008705139,356,184,1
163,5,163,iter_02_frame_023.png,5,381.90234375,293.58203125,0.3762228488922119,390,229,1
163,5,163,iter_02_frame_023.png,6,406.86328125,293.58203125,0.48662883043289185,372,219,1
163,5,163,iter_02_frame_023.png,7,356.94140625,343.50390625,0.5580127835273743,438,265,2
163,5,163,iter_02_frame_023.png,8,365.26171875,343.50390625,0.6647775173187256,394,244,1
163,5,163,iter_02_frame_023.png,9,390.22265625,401.74609375,0.4810992181301117,415,234,2
163,5,163,iter_02_frame_023.png,10,390.22265625,401.74609375,0.5267713069915771,364,209,1
163,5,163,iter_02_frame_023.png,11,398.54296875,285.26171875,0.6168382167816162,419,313,1
163,5,163,iter_02_frame_023.png,12,406.86328125,285.26171875,0.6917895078659058,395,293,1
163,5,163,iter_02_frame_023.png,13,365.26171875,343.50390625,0.6411309242248535,356,361,2
163,5,163,iter_02_frame_023.png,14,356.94140625,343.50390625,0.517665684223175,327,324,1
163,5,163,iter_02_frame_023.png,15,356.94140625,177.09765625,0.357623815536499,401,417,1
163,5,163,iter_02_frame_023.png,16,365.26171875,177.09765625,0.2696853578090668,371,386,1
164,5,164,iter_02_frame_024.png,0,365.26171875,202.05859375,0.28521764278411865,333,205,2
164,5,164,iter_02_frame_024.png,1,356.94140625,193.73828125,0.3320399224758148,338,193,2
164,5,164,iter_02_frame_024.png,2,356.94140625,193.73828125,0.28641289472579956,334,190,1
164,5,164,iter_02_frame_024.png,3,415.18359375,260.30078125,0.392657995223999,366,195,2
164,5,164,iter_02_frame_024.png,4,406.86328125,251.98046875,0.3826709985733032,355,190,1
164,5,164,iter_02_frame_024.png,5,398.54296875,285.26171875,0.4044123888015747,390,235,1
164,5,164,iter_02_frame_024.png,6,415.18359375,310.22265625,0.5895980000495911,371,224,1
164,5,164,iter_02_frame_024.png,7,356.94140625,343.50390625,0.5871790051460266,438,270,2
164,5,164,iter_02_frame_024.png,8,356.94140625,343.50390625,0.7757387161254883,394,248,1
164,5,164,iter_02_frame_024.png,9,390.22265625,401.74609375,0.484611451625824,415,240,2
164,5,164,iter_02_frame_024.png,10,381.90234375,401.74609375,0.6551707983016968,363,214,1
164,5,164,iter_02_frame_024.png,11,390.22265625,276.94140625,0.5174944400787354,419,318,1
164,5,164,iter_02_frame_024.png,12,415.18359375,285.26171875,0.5916916131973267,395,297,1
164,5,164,iter_02_frame_024.png,13,340.30078125,193.73828125,0.6448395252227783,356,362,2
164,5,164,iter_02_frame_024.png,14,348.62109375,185.41796875,0.5260801911354065,326,325,1
164,5,164,iter_02_frame_024.png,15,356.94140625,177.09765625,0.5346097946166992,401,417,1
164,5,164,iter_02_frame_024.png,16,356.94140625,351.82421875,0.261530339717865,371,386,1
165,5,165,iter_02_frame_025.png,0,348.62109375,193.73828125,0.7429817914962769,332,211,2
165,5,165,iter_02_frame_025.png,1,348.62109375,193.73828125,0.8117102384567261,337,199,2
165,5,165,iter_02_frame_025.png,2,348.62109375,193.73828125,0.7474471926689148,334,196,1
165,5,165,iter_02_frame_025.png,3,356.94140625,193.73828125,0.7298874855041504,365,201,2
165,5,165,iter_02_frame_025.png,4,356.94140625,202.05859375,0.671445906162262,354,196,1
165,5,165,iter_02_frame_025.png,5,373.58203125,210.37890625,0.4866907000541687,389,240,1
165,5,165,iter_02_frame_025.png,6,373.58203125,218.69921875,0.4530804753303528,371,230,1
165,5,165,iter_02_frame_025.png,7,365.26171875,351.82421875,0.41334009170532227,438,275,2
165,5,165,iter_02_frame_025.png,8,381.90234375,326.86328125,0.46220269799232483,395,253,1
165,5,165,iter_02_frame_025.png,9,390.22265625,401.74609375,0.3678874671459198,414,245,2
165,5,165,iter_02_frame_025.png,10,373.58203125,360.14453125,0.38836875557899475,363,219,1
165,5,165,iter_02_frame_025.png,11,406.86328125,293.58203125,0.6452522873878479,420,323,1
165,5,165,iter_02_frame_025.png,12,406.86328125,293.58203125,0.5790855288505554,396,302,1
165,5,165,iter_02_frame_025.png,13,356.94140625,343.50390625,0.7646439075469971,355,363,2
165,5,165,iter_02_frame_025.png,14,356.94140625,343.50390625,0.6567370891571045,325,325,1
165,5,165,iter_02_frame_025.png,15,381.90234375,401.74609375,0.5346411466598511,401,417,1
165,5,165,iter_02_frame_025.png,16,365.26171875,360.14453125,0.39290687441825867,371,386,1
166,5,166,iter_02_frame_026.png,0,356.94140625,202.05859375,0.4231559634208679,332,217,2
166,5,166,iter_02_frame_026.png,1,356.94140625,193.73828125,0.4245923161506653,337,205,2
166,5,166,iter_02_frame_026.png,2,356.94140625,193.73828125,0.37927940487861633,333,202,1
166,5,166,iter_02_frame_026.png,3,356.94140625,210.37890625,0.3538409471511841,364,207,2
166,5,166,iter_02_frame_026.png,4,406.86328125,310.22265625,0.3584875166416168,354,202,1
166,5,166,iter_02_frame_026.png,5,373.58203125,243.66015625,0.4232267439365387,389,246,1
166,5,166,iter_02_frame_026.png,6,406.86328125,318.54296875,0.5764172077178955,371,235,1
166,5,166,iter_02_frame_026.png,7,365.26171875,351.82421875,0.5269895792007446,437,280,2
166,5,166,iter_02_frame_026.png,8,356.94140625,351.82421875,0.6768249273300171,394,257,1
166,5,166,iter_02_frame_026.png,9,390.22265625,410.06640625,0.6032490730285645,413,251,2
166,5,166,iter_02_frame_026.png,10,390.22265625,410.06640625,0.5798841118812561,363,224,1
166,5,166,iter_02_frame_026.png,11,390.22265625,310.22265625,0.5429434776306152,420,329,1
166,5,166,iter_02_frame_026.png,12,415.18359375,293.58203125,0.5434224605560303,396,306,1
166,5,166,iter_02_frame_026.png,13,365.26171875,343.50390625,0.591312050819397,355,364,2
166,5,166,iter_02_frame_026.png,14,356.94140625,343.50390625,0.417710542678833,325,325,1
166,5,166,iter_02_frame_026.png,15,356.94140625,177.09765625,0.29712867736816406,401,417,1
166,5,166,iter_02_frame_026.png,16,381.90234375,177.09765625,0.30688080191612244,371,386,1
167,5,167,iter_02_frame_027.png,0,356.94140625,210.37890625,0.597884476184845,331,223,2
167,5,167,iter_02_frame_027.png,1,356.94140625,210.37890625,0.6718600988388062,336,211,2
167,5,167,iter_02_frame_027.png,2,356.94140625,210.37890625,0.5853965878486633,333,208,1
167,5,167,iter_02_frame_027.png,3,356.94140625,210.37890625,0.5621324181556702,364,213,2
167,5,167,iter_02_frame_027.png,4,356.94140625,210.37890625,0.43817460536956787,353,207,1
167,5,167,iter_02_frame_027.png,5,398.54296875,243.66015625,0.4777507781982422,388,252,1
167,5,167,iter_02_frame_027.png,6,381.90234375,318.54296875,0.42484280467033386,370,240,1
167,5,167,iter_02_frame_027.png,7,406.86328125,285.26171875,0.4099712669849396,437,285,2
167,5,167,iter_02_frame_027.png,8,381.90234375,343.50390625,0.6141723394393921,394,261,1
167,5,167,iter_02_frame_027.png,9,415.18359375,251.98046875,0.3356473743915558,413,256,2
167,5,167,iter_02_frame_027.png,10,381.90234375,393.42578125,0.44590577483177185,362,229,1
167,5,167,iter_02_frame_027.png,11,398.54296875,318.54296875,0.6208726167678833,421,334,1
167,5,167,iter_02_frame_027.png,12,398.54296875,318.54296875,0.5780126452445984,397,311,1
167,5,167,iter_02_frame_027.png,13,356.94140625,343.50390625,0.6766551733016968,355,365,2
167,5,167,iter_02_frame_027.png,14,365.26171875,343.50390625,0.5835879445075989,324,326,1
167,5,167,iter_02_frame_027.png,15,390.22265625,401.74609375,0.34814879298210144,401,417,1
167,5,167,iter_02_frame_027.png,16,356.94140625,351.82421875,0.36193230748176575,371,386,1
168,5,168,iter_02_frame_028.png,0,356.94140625,210.37890625,0.5284857153892517,331,228,2
168,5,168,iter_02_frame_028.png,1,356.94140625,210.37890625,0.5266610980033875,336,217,2
168,5,168,iter_02_frame_028.png,2,356.94140625,218.69921875,0.4959319233894348,332,214,1
168,5,168,iter_02_frame_028.png,3,356.94140625,210.37890625,0.49075067043304443,364,219,2
168,5,168,iter_02_frame_028.png,4,356.94140625,235.33984375,0.4510425329208374,353,213,1
168,5,168,iter_02_frame_028.png,5,373.58203125,243.66015625,0.494236022233963,388,257,1
168,5,168,iter_02_frame_028.png,6,390.22265625,318.54296875,0.4135815501213074,370,246,1
168,5,168,iter_02_frame_028.png,7,390.22265625,326.86328125,0.3861941397190094,437,290,2
168,5,168,iter_02_frame_028.png,8,398.54296875,326.86328125,0.5327498316764832,394,266,1
168,5,168,iter_02_frame_028.png,9,381.90234375,351.82421875,0.3574258089065552,412,262,2
168,5,168,iter_02_frame_028.png,10,365.26171875,351.82421875,0.3979797959327698,362,234,1
168,5,168,iter_02_frame_028.png,11,406.86328125,326.86328125,0.5138444304466248,421,339,1
168,5,168,iter_02_frame_028.png,12,415.18359375,293.58203125,0.5278568863868713,397,315,1
168,5,168,iter_02_frame_028.png,13,356.94140625,343.50390625,0.6508939266204834,355,365,2
168,5,168,iter_02_frame_028.png,14,373.58203125,343.50390625,0.5576293468475342,324,326,1
168,5,168,iter_02_frame_028.png,15,381.90234375,410.06640625,0.3991154134273529,401,417,1
168,5,168,iter_02_frame_028.png,16,356.94140625,351.82421875,0.4193328320980072,371,386,1
169,5,169,iter_02_frame_029.png,0,356.94140625,210.37890625,0.5074860453605652,331,233,2
169,5,169,iter_02_frame_029.png,1,356.94140625,218.69921875,0.531322717666626,336,222,2
169,5,169,iter_02_frame_029.png,2,356.94140625,218.69921875,0.5223008990287781,332,219,1
169,5,169,iter_02_frame_029.png,3,356.94140625,218.69921875,0.5000520348548889,363,224,2
169,5,169,iter_02_frame_029.png,4,356.94140625,227.01953125,0.42775946855545044,353,218,1
169,5,169,iter_02_frame_029.png,5,365.26171875,243.66015625,0.52190762758255,387,262,1
169,5,169,iter_02_frame_029.png,6,381.90234375,243.66015625,0.4390760660171509,370,251,1
169,5,169,iter_02_frame_029.png,7,390.22265625,326.86328125,0.36562100052833557,437,295,2
169,5,169,iter_02_frame_029.png,8,381.90234375,351.82421875,0.4566168189048767,394,270,1
169,5,169,iter_02_frame_029.png,9,381.90234375,351.82421875,0.3797093331813812,411,267,2
169,5,169,iter_02_frame_029.png,10,356.94140625,351.82421875,0.41546380519866943,361,238,1
169,5,169,iter_02_frame_029.png,11,415.18359375,326.86328125,0.5040991306304932,421,344,1
169,5,169,iter_02_frame_029.png,12,415.18359375,318.54296875,0.5599643588066101,397,320,1
169,5,169,iter_02_frame_029.png,13,356.94140625,343.50390625,0.5760712623596191,356,366,2
169,5,169,iter_02_frame_029.png,14,365.26171875,343.50390625,0.6012401580810547,324,326,1
169,5,169,iter_02_frame_029.png,15,381.90234375,393.42578125,0.3828199505805969,401,417,1
169,5,169,iter_02_frame_029.png,16,356.94140625,360.14453125,0.47091394662857056,371,386,1
170,5,170,iter_02_frame_030.png,0,356.94140625,235.33984375,0.46334660053253174,330,239,2
170,5,170,iter_02_frame_030.png,1,356.94140625,218.69921875,0.5167461037635803,335,227,2
170,5,170,iter_02_frame_030.png,2,356.94140625,218.69921875,0.5490560531616211,332,224,1
170,5,170,iter_02_frame_030.png,3,356.94140625,218.69921875,0.5296802520751953,363,230,2
170,5,170,iter_02_frame_030.png,4,356.94140625,227.01953125,0.42856597900390625,352,223,1
170,5,170,iter_02_frame_030.png,5,356.94140625,235.33984375,0.5086609721183777,387,267,1
170,5,170,iter_02_frame_030.png,6,381.90234375,243.66015625,0.4192672073841095,370,255,1
170,5,170,iter_02_frame_030.png,7,340.30078125,243.66015625,0.4179222583770752,437,299,2
170,5,170,iter_02_frame_030.png,8,381.90234375,360.14453125,0.4414007365703583,394,273,1
170,5,170,iter_02_frame_030.png,9,381.90234375,351.82421875,0.3318282961845398,410,272,2
170,5,170,iter_02_frame_030.png,10,356.94140625,351.82421875,0.40204766392707825,361,242,1
170,5,170,iter_02_frame_030.png,11,390.22265625,326.86328125,0.5613465905189514,421,349,1
170,5,170,iter_02_frame_030.png,12,415.18359375,318.54296875,0.5705559253692627,397,324,1
170,5,170,iter_02_frame_030.png,13,373.58203125,351.82421875,0.5865646600723267,356,366,2
170,5,170,iter_02_frame_030.png,14,365.26171875,343.50390625,0.6351616978645325,324,326,1
170,5,170,iter_02_frame_030.png,15,365.26171875,360.14453125,0.32583221793174744,401,417,1
170,5,170,iter_02_frame_030.png,16,356.94140625,351.82421875,0.5420145392417908,371,386,1
171,5,171,iter_02_frame_031.png,0,356.94140625,235.33984375,0.5587282180786133,330,244,2
171,5,171,iter_02_frame_031.png,1,356.94140625,227.01953125,0.5698438286781311,335,232,2
171,5,171,iter_02_frame_031.png,2,356.94140625,227.01953125,0.6165229082107544,331,229,1
171,5,171,iter_02_frame_031.png,3,356.94140625,218.69921875,0.5598899722099304,362,235,2
171,5,171,iter_02_frame_031.png,4,356.94140625,243.66015625,0.5634620189666748,352,228,1
171,5,171,iter_02_frame_031.png,5,365.26171875,235.33984375,0.4512346088886261,387,272,1
171,5,171,iter_02_frame_031.png,6,381.90234375,243.66015625,0.4693862199783325,369,260,1
171,5,171,iter_02_frame_031.png,7,373.58203125,351.82421875,0.4098438024520874,437,303,2
171,5,171,iter_02_frame_031.png,8,390.22265625,351.82421875,0.472930371761322,393,276,1
171,5,171,iter_02_frame_031.png,9,373.58203125,351.82421875,0.3646610677242279,410,276,2
171,5,171,iter_02_frame_031.png,10,356.94140625,351.82421875,0.4332019090652466,360,246,1
171,5,171,iter_02_frame_031.png,11,390.22265625,326.86328125,0.45065221190452576,421,353,1
171,5,171,iter_02_frame_031.png,12,415.18359375,318.54296875,0.5615299940109253,397,328,1
171,5,171,iter_02_frame_031.png,13,365.26171875,351.82421875,0.5081875920295715,357,365,2
171,5,171,iter_02_frame_031.png,14,415.18359375,360.14453125,0.5838159918785095,324,326,1
171,5,171,iter_02_frame_031.png,15,381.90234375,385.10546875,0.3739449977874756,401,417,1
171,5,171,iter_02_frame_031.png,16,356.94140625,351.82421875,0.5855045318603516,371,386,1
172,5,172,iter_02_frame_032.png,0,356.94140625,235.33984375,0.5933318734169006,330,248,2
172,5,172,iter_02_frame_032.png,1,356.94140625,227.01953125,0.5821319818496704,334,237,2
